Data ,Label
"काम चोर त हुन् नि",0

"जनताको मुख टाल्ने काम मात्र हो यो देखावोटि",0
"जनताको मुख टाल्ने काम मात्र हो",0
"यो देखावोटि",2

"बरु दुइ दिनको घुस देउन, दुइ दिनको तलब त थोरै भयो",0
"बरु दुइ दिनको घुस देउन",0
"दुइ दिनको तलब त थोरै भयो",2

"बरु २ प्लेट मम खानेहो तर पैसा दान नदिने हो",0
"बरु २ प्लेट मम खानेहो",2
"पैसा दान नदिने हो",0

"भुत्रोको सहयोग गर्नु",0

"के पी बाको र बिद्या देवीको जोडी राम्रो छैन",0
"जोडी राम्रो छैन",0

"देश को लुटेरा हरुको बिल्ला हानेको ठिक छ",0
"बिल्ला हानेको ठिक छ",0

"थुक्क मुजी आफुले जाबो फेसबूकमा बिल्ला भाको देख्न सक्दैनस",0
"फेसबूकमा बिल्ला भाको देख्न सक्दैनस",2

"विद्याको अगाडी हेरो हुन तेस्तो नाटक गरेको हो",0
